"ESTRATO","DEPARTAMENTO","P204","P205_A","P608","P612","P613","P614","P614_T","P615_1","P615_2","P615_3","P615_4","P615_5","P615_6","P615_7","P615_8","P615_9","P615_10","P615_11","P615_12","P615_13","P615_14","P615_T","P616","P616A","P617","P618","P619","P620","P621","P622_1","P622_2","P623_1","P623_2","P623_3","P624_1","P624_2","P624_3","P624_4","P625","P626","P627","P628","P629","P630","P631","P632_1","P632_2","P632_3","P632_4","P632_5","P632_6","P632_7","P632_8","P632_9","P632_10","P632_I","P633","P634_1","P634_2","P634_3","P634_4","P634_5","P634_6","P634_7","P635","P636","P638_1","P638_1_1","P638_1_2","P638_2","P638_2_1","P638_2_2","P638_3","P638_3_1","P638_3_2","P638_4","P638_4_1","P638_4_2","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2","P639_2_1","P639_2_2","P639_2_3"
3,"ANCASH",2,14,NA,3,2,1,3,0,8,8,8,8,8,0,0,0,0,0,0,0,0,40,1,NA,2,NA,1,1,2,150,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",2,25,NA,3,2,4,300,0,14,14,14,14,14,14,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,2,250,35,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",1,20,NA,3,2,4,300,0,14,14,14,14,14,14,0,0,0,0,0,0,0,84,1,NA,2,NA,1,1,2,300,35,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",1,50,NA,3,2,1,3,0,10,10,10,10,10,6,0,0,0,0,0,0,0,56,1,NA,2,NA,2,1,4,1200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",2,24,NA,3,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,1,2,2,6,2,300,105,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",2,54,NA,3,2,3,80,0,0,0,0,7,7,0,0,0,0,0,0,0,0,14,2,35,1,1,2,2,2,150,12,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,4,1,2,NA,NA,NA
3,"ANCASH",2,33,NA,3,1,4,150,0,10,10,10,10,10,0,0,0,0,0,0,0,0,50,1,NA,2,NA,1,1,2,250,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,2,NA,NA,NA
3,"ANCASH",2,29,NA,3,1,4,150,0,10,10,10,10,10,0,0,0,0,0,0,0,0,50,1,NA,2,NA,2,1,2,230,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"ANCASH",1,41,NA,3,2,1,2,10,10,10,10,10,10,10,3,3,3,3,3,3,3,91,2,70,2,NA,2,1,2,280,56,NA,NA,NA,210,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,NA,NA,NA
2,"ANCASH",1,69,NA,3,2,1,2,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,1,1,2,1,1,40,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",2,26,NA,3,2,1,2,5,5,5,5,5,5,5,0,0,0,0,0,0,0,35,1,NA,1,1,2,1,1,30,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
2,"ANCASH",2,18,NA,3,2,1,5,11,0,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,1,40,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
2,"ANCASH",1,28,NA,3,2,1,5,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,3,465,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,4,1,2,NA,NA,NA
2,"ANCASH",1,34,NA,3,2,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78,1,1,1,6,2,180,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,2,NA,NA,NA
2,"ANCASH",1,27,NA,3,2,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,1,1,1,6,2,180,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",2,28,NA,3,2,1,5,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,2,48,2,NA,1,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",1,29,NA,3,2,1,15,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
1,"ANCASH",1,41,NA,3,2,1,5,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,2,740,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
1,"ANCASH",1,21,NA,3,2,1,4,0,16,16,16,0,0,0,0,0,0,0,0,0,0,48,2,56,2,NA,1,1,4,500,30,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",2,33,NA,3,1,2,30,0,9,9,9,9,9,6,0,0,0,0,0,0,0,51,1,NA,1,1,2,1,2,330,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,1,1,4,1
2,"ANCASH",1,26,NA,3,2,1,4,0,7,7,7,7,7,7,0,0,0,0,0,0,0,42,1,NA,2,NA,2,1,2,210,48,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
2,"ANCASH",1,31,NA,3,2,1,10,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,300,60,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",2,34,NA,3,2,4,300,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,300,42,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,5,1,2,NA,NA,NA
2,"ANCASH",2,41,NA,3,2,4,300,6,12,12,14,12,14,12,0,0,0,0,0,0,0,82,2,62,2,NA,2,1,2,307,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",2,23,NA,3,2,1,15,10,0,0,0,10,10,10,0,0,0,0,0,0,0,40,1,NA,2,NA,2,1,2,200,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
2,"ANCASH",1,22,NA,3,1,1,4,12,12,12,0,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,2,300,60,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
2,"ANCASH",1,31,NA,3,1,4,400,0,7,7,7,7,7,7,0,0,0,0,0,0,0,42,1,NA,1,1,2,1,2,230,42,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,5,2,2,NA,NA,NA
2,"ANCASH",2,26,NA,3,2,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,2,45,2,NA,2,1,3,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"ANCASH",2,26,NA,3,2,1,10,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,1,40,10,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,6,2,2,NA,NA,NA
3,"ANCASH",1,32,NA,3,2,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,1,2,2,6,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"ANCASH",2,45,NA,3,2,1,8,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1,NA,2,NA,2,1,2,240,56,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,4,3,2,NA,NA,NA
3,"ANCASH",1,34,NA,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,2,NA,2,6,1,50,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",2,29,NA,3,2,5,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,1,2,2,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"ANCASH",1,37,NA,3,2,5,800,0,0,0,0,13,13,0,0,0,0,0,0,0,0,26,2,78,1,1,2,2,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",1,50,NA,3,2,1,5,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,350,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",2,40,NA,3,2,1,16,0,7,7,7,7,7,4,0,0,0,0,0,0,0,39,1,NA,2,NA,2,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,1,1,4,1
2,"ANCASH",2,19,NA,3,2,4,150,6,14,14,14,14,14,14,0,0,0,0,0,0,0,90,1,NA,2,NA,2,1,2,400,63,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
2,"ANCASH",1,21,NA,3,2,1,4,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,2,420,60,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,5,1,2,NA,NA,NA
2,"ANCASH",2,20,NA,3,2,1,3,11,11,11,11,11,11,11,0,0,0,0,0,0,0,77,1,NA,2,NA,2,1,3,500,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,1,2,NA,NA,NA
2,"ANCASH",1,24,NA,3,2,1,4,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,1,1,3,500,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",1,28,NA,3,2,1,5,0,11,0,0,0,11,11,0,0,0,0,0,0,0,33,2,66,2,NA,2,2,3,120,24,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,6,1,2,NA,NA,NA
2,"ANCASH",2,21,NA,3,2,4,200,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,310,36,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",1,22,NA,3,2,4,150,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,2,500,18,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",1,18,NA,3,2,4,150,0,15,14,16,13,13,11,0,0,0,0,0,0,0,82,1,NA,2,NA,2,1,2,450,45,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"ANCASH",2,29,NA,3,2,4,150,0,0,0,0,13,13,13,0,0,0,0,0,0,0,39,2,70,1,2,2,2,2,350,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,2,NA,NA,NA
2,"ANCASH",1,32,NA,3,2,4,150,0,0,0,0,13,13,13,0,0,0,0,0,0,0,39,2,70,2,NA,2,2,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,2,NA,NA,NA
2,"ANCASH",1,21,NA,3,2,1,4,6,12,12,12,12,12,12,0,0,0,0,0,0,0,78,1,NA,1,1,2,1,2,360,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
2,"ANCASH",1,29,NA,3,2,4,150,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,2,72,2,NA,2,2,2,240,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,1,1,2,2
2,"ANCASH",2,31,NA,3,2,4,150,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,NA,NA,NA
2,"ANCASH",1,32,NA,3,2,3,100,8,12,12,12,0,12,12,0,0,0,0,0,0,0,68,1,NA,1,1,1,1,2,280,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",1,38,NA,3,2,1,8,0,10,10,10,10,10,0,0,0,0,0,0,0,0,50,1,NA,2,NA,1,1,2,300,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,4,2,2,NA,NA,NA
3,"ANCASH",2,49,NA,3,2,1,2,11,11,11,11,11,11,11,0,0,0,0,0,0,0,77,1,NA,2,NA,2,1,2,300,56,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"ANCASH",2,45,NA,3,2,4,300,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,2,180,35,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
3,"ANCASH",2,52,NA,3,2,4,300,12,12,12,12,10,12,12,0,0,0,0,0,0,0,82,1,NA,2,NA,2,1,2,180,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
3,"ANCASH",2,50,NA,3,2,5,800,0,15,15,15,15,15,0,0,0,0,0,0,0,0,75,1,NA,2,NA,1,1,2,150,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"ANCASH",2,28,NA,3,2,1,5,7,7,7,0,7,0,0,0,0,0,0,0,0,0,28,1,NA,1,1,2,1,2,238,40,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,2,2,NA,NA,NA
3,"ANCASH",1,29,NA,3,2,1,10,15,15,15,0,15,0,0,0,0,0,0,0,0,0,60,1,NA,2,NA,1,1,2,370,80,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
3,"ANCASH",2,25,NA,3,1,4,200,13,13,13,13,13,13,13,0,0,0,0,0,0,0,91,1,NA,1,1,2,1,2,450,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"ANCASH",1,54,NA,3,1,4,200,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,1,1,2,1,2,300,21,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"ANCASH",2,47,NA,3,2,1,16,0,0,8,0,0,8,0,0,0,0,0,0,0,0,16,1,NA,1,2,1,1,1,80,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
